Latitude,Longitude,Time,Fire_Present,Fire_Temperature,Rate_of_Spread,Wind_Direction,Wind_Speed,Humidity,Atmospheric_Temperature,Precipitation
-33.95403,18.40234,2025-09-23T13:15:00Z,1,880,10.53,159,31.5,29.1,24.7,0.0
-33.94342,18.43762,2025-09-23T13:15:00Z,1,715,22.56,130,10.2,34.7,24.7,0.0
-33.96279,18.42543,2025-09-23T13:15:00Z,1,608,10.88,109,12.1,34.8,23.5,0.0
-33.95915,18.39635,2025-09-23T13:15:00Z,1,706,7.84,112,31.4,32.7,26.4,0.0
-33.96575,18.39987,2025-09-23T13:15:00Z,1,826,14.99,114,34.1,17.1,24.1,0.0
-33.93734,18.42951,2025-09-23T13:15:00Z,1,616,25.62,112,20.0,23.1,20.7,0.0
-33.96221,18.40288,2025-09-23T13:15:00Z,1,786,12.01,101,14.6,26.9,25.0,0.0
-33.94517,18.40251,2025-09-23T13:15:00Z,1,655,10.05,90,31.1,24.9,24.3,0.0
-33.96847,18.39585,2025-09-23T13:15:00Z,1,700,22.8,122,18.6,28.1,24.9,0.0
-33.96882,18.42943,2025-09-23T13:15:00Z,1,850,28.29,106,22.6,23.2,24.4,0.0
-33.93826,18.42205,2025-09-23T13:15:00Z,1,814,7.26,162,30.6,32.6,24.0,0.0
-33.96882,18.41851,2025-09-23T13:15:00Z,1,851,17.82,176,28.3,38.2,20.1,0.0
-33.94084,18.42791,2025-09-23T13:15:00Z,1,754,12.33,170,30.4,15.9,21.1,0.15
-33.94579,18.4142,2025-09-23T13:15:00Z,1,816,26.82,92,37.0,23.3,21.7,0.0
-33.94161,18.39342,2025-09-23T13:15:00Z,1,782,19.58,118,38.8,16.7,17.6,0.0
-33.97461,18.40182,2025-09-23T13:15:00Z,1,621,6.1,131,23.5,38.9,22.8,0.0
-33.94317,18.43061,2025-09-23T13:15:00Z,1,863,28.49,154,37.9,17.5,27.0,0.0
-33.96297,18.43355,2025-09-23T13:15:00Z,1,666,29.12,159,18.6,25.9,19.4,0.0
-33.96795,18.42487,2025-09-23T13:15:00Z,1,769,27.96,97,10.7,37.3,25.4,0.0
-33.97586,18.43479,2025-09-23T13:15:00Z,1,670,7.21,177,19.1,17.8,18.7,0.0
-33.96485,18.39393,2025-09-23T13:15:00Z,1,781,29.2,174,13.1,35.1,24.3,0.0
-33.9502,18.41767,2025-09-23T13:15:00Z,1,791,16.61,179,28.5,36.8,16.7,0.0
-33.95772,18.41931,2025-09-23T13:15:00Z,1,641,21.31,180,13.1,38.6,19.6,0.19
-33.94821,18.41821,2025-09-23T13:15:00Z,1,739,22.57,152,37.2,39.7,27.5,0.0
-33.94339,18.42768,2025-09-23T13:15:00Z,1,682,9.21,154,16.4,38.5,18.2,0.0
-33.95933,18.42561,2025-09-23T13:15:00Z,1,629,23.69,95,11.0,29.1,21.8,0.0
-33.95821,18.40266,2025-09-23T13:15:00Z,1,768,11.56,171,25.6,21.0,25.3,0.0
-33.94679,18.42399,2025-09-23T13:15:00Z,1,719,15.54,119,20.0,30.3,21.6,0.0
-33.96581,18.40833,2025-09-23T13:15:00Z,1,818,17.11,93,14.8,21.2,22.6,0.0
-33.97621,18.39255,2025-09-23T13:15:00Z,1,860,19.04,159,10.5,27.7,25.0,0.0
-33.95859,18.40356,2025-09-23T13:15:00Z,1,776,25.58,147,36.8,22.0,21.4,0.0
-33.95333,18.41389,2025-09-23T13:15:00Z,1,690,24.96,139,39.7,36.3,19.0,0.0
-33.93837,18.42676,2025-09-23T13:15:00Z,1,742,18.26,100,36.2,24.0,25.9,0.0
-33.94199,18.42455,2025-09-23T13:15:00Z,1,886,8.08,151,30.4,20.1,16.8,0.0
-33.9581,18.40404,2025-09-23T13:15:00Z,1,768,6.41,136,29.7,26.8,20.0,0.0
-33.96453,18.42273,2025-09-23T13:15:00Z,1,852,11.55,151,25.6,15.8,21.6,0.0
-33.9737,18.4127,2025-09-23T13:15:00Z,1,861,13.6,107,31.4,20.1,18.0,0.0
-33.95469,18.4183,2025-09-23T13:15:00Z,1,666,13.21,93,28.8,35.7,22.6,0.0
-33.96894,18.42204,2025-09-23T13:15:00Z,1,798,25.26,119,21.3,37.0,22.2,0.39
-33.94192,18.42031,2025-09-23T13:15:00Z,1,616,18.17,116,31.9,21.2,27.9,0.0
-33.96699,18.41339,2025-09-23T13:15:00Z,1,824,7.5,121,23.1,37.9,21.9,0.0
-33.93892,18.422,2025-09-23T13:15:00Z,1,754,7.94,150,37.5,20.7,25.7,0.0
-33.97603,18.41197,2025-09-23T13:15:00Z,1,617,18.99,155,38.9,33.5,20.1,0.0
-33.96222,18.40509,2025-09-23T13:15:00Z,1,793,27.15,167,26.3,29.2,24.9,0.0
-33.96015,18.40357,2025-09-23T13:15:00Z,1,892,22.27,169,17.9,36.8,25.1,0.0
-33.97459,18.41864,2025-09-23T13:15:00Z,1,816,12.7,92,30.7,27.7,20.5,0.0
-33.9544,18.43457,2025-09-23T13:15:00Z,1,811,24.97,101,31.4,20.2,24.7,0.0
-33.96092,18.41246,2025-09-23T13:15:00Z,1,628,7.91,149,31.2,32.3,20.8,0.01
-33.97657,18.41086,2025-09-23T13:15:00Z,1,872,16.66,91,32.0,20.8,16.7,0.05
-33.96188,18.40173,2025-09-23T13:15:00Z,1,646,27.11,92,17.2,37.5,20.1,0.0
-33.94385,18.4251,2025-09-23T13:15:00Z,1,679,7.35,99,11.6,15.3,18.8,0.0
-33.97396,18.41768,2025-09-23T13:15:00Z,1,649,17.61,132,17.1,35.1,17.1,0.0
-33.96356,18.39985,2025-09-23T13:15:00Z,1,776,25.82,100,37.1,33.5,17.4,0.0
-33.94632,18.42145,2025-09-23T13:15:00Z,1,798,29.46,165,29.3,24.2,16.0,0.0
-33.9464,18.41086,2025-09-23T13:15:00Z,1,839,14.97,128,30.6,27.1,26.3,0.0
-33.94633,18.39728,2025-09-23T13:15:00Z,1,613,25.33,109,16.4,36.1,26.7,0.0
-33.96831,18.42811,2025-09-23T13:15:00Z,1,768,23.46,116,39.7,30.9,16.9,0.0
-33.94552,18.40549,2025-09-23T13:15:00Z,1,868,12.15,118,13.1,28.3,18.9,0.2
-33.97526,18.41826,2025-09-23T13:15:00Z,1,691,25.44,146,22.9,26.9,19.4,0.0
-33.93978,18.41746,2025-09-23T13:15:00Z,1,885,10.22,96,28.5,20.1,16.9,0.0
-33.94578,18.42566,2025-09-23T13:15:00Z,1,817,24.31,104,28.9,33.3,16.9,0.0
-33.94238,18.42969,2025-09-23T13:15:00Z,1,629,12.15,160,24.3,16.7,26.3,0.0
-33.9461,18.39881,2025-09-23T13:15:00Z,1,652,20.0,162,15.9,22.9,19.4,0.0
-33.9407,18.3994,2025-09-23T13:15:00Z,1,802,20.76,101,31.9,33.8,18.1,0.0
-33.93807,18.42399,2025-09-23T13:15:00Z,1,720,29.26,130,12.8,17.0,16.4,0.0
-33.96921,18.4124,2025-09-23T13:15:00Z,1,818,23.43,145,19.2,20.2,27.0,0.0
-33.95581,18.40344,2025-09-23T13:15:00Z,1,794,15.42,160,13.6,15.5,25.8,0.0
-33.96204,18.4182,2025-09-23T13:15:00Z,1,804,5.45,142,10.1,30.8,22.8,0.0
-33.95009,18.43426,2025-09-23T13:15:00Z,1,891,27.78,118,38.8,21.4,22.5,0.0
-33.94462,18.39483,2025-09-23T13:15:00Z,1,843,20.76,131,25.6,32.8,21.1,0.0
-33.93909,18.40816,2025-09-23T13:15:00Z,1,739,7.3,146,14.6,34.7,19.9,0.0
-33.95836,18.40763,2025-09-23T13:15:00Z,1,751,24.61,104,23.7,28.2,18.2,0.0
-33.94541,18.39392,2025-09-23T13:15:00Z,1,733,26.72,98,28.4,19.4,16.8,0.0
-33.94186,18.41445,2025-09-23T13:15:00Z,1,871,19.74,175,31.3,18.7,23.9,0.0
-33.9469,18.41414,2025-09-23T13:15:00Z,1,602,19.93,112,37.7,33.6,24.5,0.0
-33.95248,18.41088,2025-09-23T13:15:00Z,1,792,17.68,93,36.2,35.4,18.8,0.0
-33.9757,18.41556,2025-09-23T13:15:00Z,1,765,9.16,117,17.4,36.7,24.7,0.0
-33.95637,18.3965,2025-09-23T13:15:00Z,1,781,15.51,140,33.9,15.3,25.1,0.0
-33.96469,18.41277,2025-09-23T13:15:00Z,1,840,27.61,160,30.0,23.1,19.9,0.0
-33.95383,18.42046,2025-09-23T13:15:00Z,1,635,25.79,127,10.2,23.0,18.4,0.0
-33.96143,18.40421,2025-09-23T13:15:00Z,1,615,25.52,135,11.3,20.4,24.8,0.0
-33.97645,18.42233,2025-09-23T13:15:00Z,1,884,6.31,131,33.2,30.7,21.2,0.22
-33.97312,18.39259,2025-09-23T13:15:00Z,1,696,26.63,147,17.1,18.2,22.8,0.0
-33.95414,18.43059,2025-09-23T13:15:00Z,1,626,24.78,94,19.3,35.1,23.6,0.0
-33.94073,18.40354,2025-09-23T13:15:00Z,1,643,26.41,95,29.1,38.4,18.4,0.0
-33.97245,18.4194,2025-09-23T13:15:00Z,1,683,29.1,119,38.0,19.5,23.4,0.0
-33.97452,18.39525,2025-09-23T13:15:00Z,1,745,6.76,103,19.2,27.6,20.0,0.11
-33.96153,18.42604,2025-09-23T13:15:00Z,1,881,22.86,161,36.5,21.0,20.7,0.21
-33.97512,18.43207,2025-09-23T13:15:00Z,1,810,21.47,180,37.3,23.3,21.9,0.0
-33.94338,18.41391,2025-09-23T13:15:00Z,1,716,14.23,164,16.2,34.0,20.6,0.0
-33.95735,18.41803,2025-09-23T13:15:00Z,1,829,21.52,150,20.9,19.2,27.0,0.31
-33.96588,18.41152,2025-09-23T13:15:00Z,1,694,7.07,155,21.8,23.6,23.0,0.0
-33.95106,18.43259,2025-09-23T13:15:00Z,1,799,27.48,135,14.5,33.6,26.3,0.03
-33.93769,18.40702,2025-09-23T13:15:00Z,1,627,27.46,116,15.7,35.0,17.6,0.0
-33.94744,18.40314,2025-09-23T13:15:00Z,1,874,21.03,106,10.1,29.9,18.3,0.0
-33.95293,18.39256,2025-09-23T13:15:00Z,1,831,9.84,170,28.4,25.8,20.5,0.0
-33.93782,18.39912,2025-09-23T13:15:00Z,1,895,15.45,127,10.2,34.1,21.5,0.0
-33.93997,18.40714,2025-09-23T13:15:00Z,1,778,26.33,142,13.9,22.2,20.3,0.0
-33.94275,18.39669,2025-09-23T13:15:00Z,1,824,15.3,147,35.8,31.0,25.5,0.0
-33.96843,18.41787,2025-09-23T13:15:00Z,1,797,12.34,163,34.7,16.2,27.8,0.0
-33.9508,18.4157,2025-09-23T13:15:00Z,1,868,16.74,149,37.9,15.0,25.0,0.41
-33.97403,18.4059,2025-09-23T13:15:00Z,1,611,23.98,168,35.2,30.1,26.8,0.0
-33.97244,18.42398,2025-09-23T13:15:00Z,1,884,7.71,98,39.8,15.4,18.8,0.0
-33.96431,18.41175,2025-09-23T13:15:00Z,1,890,5.09,122,13.7,30.0,20.1,0.0
-33.95156,18.42038,2025-09-23T13:15:00Z,1,812,15.82,115,39.8,29.6,23.7,0.0
-33.97309,18.40797,2025-09-23T13:15:00Z,1,860,24.64,114,32.5,17.5,22.3,0.0
-33.95746,18.39223,2025-09-23T13:15:00Z,1,809,29.1,121,27.2,35.5,27.8,0.1
-33.95588,18.42407,2025-09-23T13:15:00Z,1,778,8.91,161,39.5,23.3,18.3,0.0
-33.95765,18.41449,2025-09-23T13:15:00Z,1,610,20.55,159,26.7,20.2,24.0,0.0
-33.96061,18.41545,2025-09-23T13:15:00Z,1,684,7.21,169,27.3,24.3,21.8,0.0
-33.95488,18.39343,2025-09-23T13:15:00Z,1,850,14.45,175,33.5,15.0,18.2,0.0
-33.94704,18.39559,2025-09-23T13:15:00Z,1,722,18.26,129,36.3,35.2,26.9,0.0
-33.95121,18.39519,2025-09-23T13:15:00Z,1,803,23.31,148,39.9,35.6,19.7,0.0
-33.97095,18.43411,2025-09-23T13:15:00Z,1,719,19.64,126,15.6,30.3,17.7,0.0
-33.95209,18.4343,2025-09-23T13:15:00Z,1,606,22.82,155,28.5,31.3,24.7,0.42
-33.97113,18.41042,2025-09-23T13:15:00Z,1,894,22.64,167,22.3,25.2,21.7,0.0
-33.95435,18.40523,2025-09-23T13:15:00Z,1,870,5.45,95,25.6,15.7,25.1,0.0
-33.94848,18.39678,2025-09-23T13:15:00Z,1,789,24.59,123,33.7,19.7,24.4,0.0
-33.96451,18.39389,2025-09-23T13:15:00Z,1,804,16.94,116,35.4,19.6,23.8,0.0
-33.97485,18.43364,2025-09-23T13:15:00Z,1,674,25.83,127,26.6,17.3,24.0,0.25
-33.94245,18.41991,2025-09-23T13:15:00Z,1,721,24.74,113,19.3,37.4,20.3,0.0
-33.93962,18.40381,2025-09-23T13:15:00Z,1,687,6.08,120,23.7,15.1,25.4,0.0
-33.9759,18.42344,2025-09-23T13:15:00Z,1,640,29.08,144,22.0,29.1,26.3,0.0
-33.94656,18.41044,2025-09-23T13:15:00Z,1,853,25.05,145,14.4,18.3,24.7,0.0
-33.93802,18.39647,2025-09-23T13:15:00Z,1,880,11.65,125,17.9,33.8,21.0,0.06
-33.96317,18.4271,2025-09-23T13:15:00Z,1,850,12.64,153,28.5,38.1,24.4,0.0
-33.94957,18.41726,2025-09-23T13:15:00Z,1,870,26.44,104,22.0,33.2,21.4,0.0
-33.959,18.43306,2025-09-23T13:15:00Z,1,719,17.18,162,34.1,17.9,21.9,0.0
-33.94558,18.42497,2025-09-23T13:15:00Z,1,688,12.76,146,29.8,15.5,21.9,0.0
-33.96077,18.43041,2025-09-23T13:15:00Z,1,853,22.1,153,15.0,37.8,26.5,0.0
-33.96746,18.43075,2025-09-23T13:15:00Z,1,859,17.58,180,11.3,23.7,20.7,0.0
-33.96923,18.41126,2025-09-23T13:15:00Z,1,813,23.74,147,27.6,22.7,16.1,0.0
-33.9542,18.40046,2025-09-23T13:15:00Z,1,825,13.44,168,29.2,33.7,17.4,0.0
-33.95495,18.40371,2025-09-23T13:15:00Z,1,708,29.77,104,33.9,15.8,21.0,0.0
-33.96247,18.42267,2025-09-23T13:15:00Z,1,821,5.18,120,28.6,17.0,23.1,0.21
-33.97306,18.43578,2025-09-23T13:15:00Z,1,625,24.08,111,17.8,20.6,26.0,0.0
-33.97461,18.42965,2025-09-23T13:30:00Z,0,0,0,109,29.9,33.0,23.8,0.0
-33.94953,18.42914,2025-09-23T13:30:00Z,0,0,0,175,25.6,33.8,16.3,0.0
-33.97749,18.40595,2025-09-23T13:30:00Z,0,0,0,102,34.0,32.0,23.5,0.0
-33.94276,18.4313,2025-09-23T13:30:00Z,0,0,0,151,39.8,34.5,19.3,0.0
-33.97749,18.40663,2025-09-23T13:30:00Z,1,825,12.85,172,24.9,22.9,22.3,0.03
-33.93848,18.40741,2025-09-23T13:30:00Z,1,793,16.41,139,10.5,16.2,24.8,0.0
-33.96457,18.43725,2025-09-23T13:30:00Z,1,802,10.63,112,24.8,38.2,16.5,0.0
-33.94116,18.39875,2025-09-23T13:30:00Z,1,603,29.46,105,22.2,17.4,17.1,0.0
-33.94344,18.43214,2025-09-23T13:30:00Z,1,663,9.07,154,12.1,26.3,24.8,0.0
-33.96911,18.42464,2025-09-23T13:30:00Z,1,628,21.62,104,20.3,24.9,16.5,0.0
-33.96691,18.42812,2025-09-23T13:30:00Z,1,769,16.26,125,39.9,16.7,25.2,0.0
-33.96239,18.41149,2025-09-23T13:30:00Z,1,618,7.21,90,21.2,39.6,17.1,0.0
-33.96916,18.40995,2025-09-23T13:30:00Z,1,704,21.39,167,29.4,36.2,26.5,0.0
-33.95545,18.42317,2025-09-23T13:30:00Z,1,759,26.96,159,14.3,19.9,21.6,0.0
-33.95403,18.40234,2025-09-23T13:30:00Z,1,876,23.62,176,34.0,37.9,18.4,0.0
-33.94342,18.43762,2025-09-23T13:30:00Z,1,787,5.75,119,21.3,24.1,17.9,0.0
-33.96279,18.42543,2025-09-23T13:30:00Z,1,814,6.1,135,26.8,37.1,16.7,0.0
-33.95915,18.39635,2025-09-23T13:30:00Z,1,723,23.38,102,34.6,36.2,25.4,0.0
-33.96575,18.39987,2025-09-23T13:30:00Z,1,780,8.8,158,30.4,15.7,24.5,0.0
-33.93734,18.42951,2025-09-23T13:30:00Z,1,863,19.03,114,31.2,33.5,21.5,0.0
-33.96221,18.40288,2025-09-23T13:30:00Z,1,766,25.63,112,27.1,36.8,16.2,0.0
-33.94517,18.40251,2025-09-23T13:30:00Z,1,758,23.96,150,27.0,23.7,27.9,0.0
-33.96847,18.39585,2025-09-23T13:30:00Z,1,872,19.4,105,19.2,29.1,22.9,0.0
-33.96882,18.42943,2025-09-23T13:30:00Z,1,609,9.05,116,35.7,39.2,18.9,0.0
-33.93826,18.42205,2025-09-23T13:30:00Z,1,773,16.47,137,10.6,17.9,18.6,0.0
-33.96882,18.41851,2025-09-23T13:30:00Z,1,782,26.66,101,29.1,20.5,20.9,0.0
-33.94084,18.42791,2025-09-23T13:30:00Z,1,693,24.18,173,28.8,25.4,21.5,0.0
-33.94579,18.4142,2025-09-23T13:30:00Z,1,713,19.31,156,31.7,15.5,22.1,0.0
-33.94161,18.39342,2025-09-23T13:30:00Z,1,855,7.92,135,32.7,32.1,22.5,0.22
-33.97461,18.40182,2025-09-23T13:30:00Z,1,601,11.47,115,16.4,24.0,16.0,0.0
-33.94317,18.43061,2025-09-23T13:30:00Z,1,689,17.69,122,23.7,36.8,18.6,0.0
-33.96297,18.43355,2025-09-23T13:30:00Z,1,697,22.65,122,13.4,26.2,26.7,0.25
-33.96795,18.42487,2025-09-23T13:30:00Z,1,825,20.15,161,15.8,18.9,17.7,0.0
-33.97586,18.43479,2025-09-23T13:30:00Z,1,802,11.23,165,32.2,36.7,26.6,0.0
-33.96485,18.39393,2025-09-23T13:30:00Z,1,642,21.13,123,31.3,23.0,16.6,0.47
-33.9502,18.41767,2025-09-23T13:30:00Z,1,815,23.57,157,18.1,23.0,26.0,0.21
-33.95772,18.41931,2025-09-23T13:30:00Z,1,765,18.89,109,37.8,17.4,19.8,0.0
-33.94821,18.41821,2025-09-23T13:30:00Z,1,872,14.2,101,27.5,38.6,21.9,0.0
-33.94339,18.42768,2025-09-23T13:30:00Z,1,690,27.85,157,12.5,29.6,26.0,0.0
-33.95933,18.42561,2025-09-23T13:30:00Z,1,657,16.59,164,12.3,22.3,26.2,0.0
-33.95821,18.40266,2025-09-23T13:30:00Z,1,744,8.71,152,17.1,35.0,20.0,0.0
-33.94679,18.42399,2025-09-23T13:30:00Z,1,859,24.59,105,26.4,19.3,20.7,0.0
-33.96581,18.40833,2025-09-23T13:30:00Z,1,803,29.43,90,30.5,22.4,18.4,0.47
-33.97621,18.39255,2025-09-23T13:30:00Z,1,898,16.92,166,30.2,27.8,19.2,0.0
-33.95859,18.40356,2025-09-23T13:30:00Z,1,631,12.28,129,14.7,31.3,24.7,0.0
-33.95333,18.41389,2025-09-23T13:30:00Z,1,741,11.09,93,10.9,22.4,16.3,0.03
-33.93837,18.42676,2025-09-23T13:30:00Z,1,832,27.93,178,32.9,30.6,24.6,0.0
-33.94199,18.42455,2025-09-23T13:30:00Z,1,893,19.52,122,17.8,15.9,23.8,0.0
-33.9581,18.40404,2025-09-23T13:30:00Z,1,638,14.51,145,29.7,22.6,27.8,0.0
-33.96453,18.42273,2025-09-23T13:30:00Z,1,854,20.27,113,37.3,22.2,21.1,0.0
-33.9737,18.4127,2025-09-23T13:30:00Z,1,705,26.53,137,11.5,28.5,23.5,0.0
-33.95469,18.4183,2025-09-23T13:30:00Z,1,819,10.88,166,14.1,27.1,19.1,0.0
-33.96894,18.42204,2025-09-23T13:30:00Z,1,732,8.93,120,39.7,20.3,24.1,0.0
-33.94192,18.42031,2025-09-23T13:30:00Z,1,722,9.53,145,23.2,32.6,19.3,0.0
-33.96699,18.41339,2025-09-23T13:30:00Z,1,866,17.93,110,36.6,19.2,27.8,0.0
-33.93892,18.422,2025-09-23T13:30:00Z,1,705,28.06,129,10.6,30.0,18.8,0.0
-33.97603,18.41197,2025-09-23T13:30:00Z,1,865,28.23,99,11.0,23.0,27.2,0.0
-33.96222,18.40509,2025-09-23T13:30:00Z,1,886,24.61,111,28.1,31.4,23.2,0.0
-33.96015,18.40357,2025-09-23T13:30:00Z,1,633,5.8,112,20.1,28.2,19.9,0.0
-33.97459,18.41864,2025-09-23T13:30:00Z,1,854,19.85,117,36.2,36.9,23.4,0.0
-33.9544,18.43457,2025-09-23T13:30:00Z,1,866,20.62,167,15.2,21.7,26.6,0.0
-33.96092,18.41246,2025-09-23T13:30:00Z,1,891,15.02,135,22.0,20.7,20.0,0.45
-33.97657,18.41086,2025-09-23T13:30:00Z,1,722,8.3,152,28.7,38.7,20.4,0.0
-33.96188,18.40173,2025-09-23T13:30:00Z,1,647,16.34,157,13.9,23.9,21.4,0.0
-33.94385,18.4251,2025-09-23T13:30:00Z,1,872,17.92,151,39.7,21.3,22.0,0.0
-33.97396,18.41768,2025-09-23T13:30:00Z,1,706,25.59,124,26.9,17.8,25.2,0.0
-33.96356,18.39985,2025-09-23T13:30:00Z,1,619,5.42,100,24.7,22.7,16.4,0.07
-33.94632,18.42145,2025-09-23T13:30:00Z,1,858,28.8,158,16.4,20.6,25.0,0.0
-33.9464,18.41086,2025-09-23T13:30:00Z,1,792,18.91,142,37.2,18.4,23.6,0.47
-33.94633,18.39728,2025-09-23T13:30:00Z,1,604,27.0,91,29.8,23.6,20.1,0.0
-33.96831,18.42811,2025-09-23T13:30:00Z,1,861,17.56,156,23.1,31.1,20.5,0.0
-33.94552,18.40549,2025-09-23T13:30:00Z,1,890,15.79,141,22.7,33.9,22.8,0.0
-33.97526,18.41826,2025-09-23T13:30:00Z,1,884,19.1,109,38.2,38.7,19.6,0.24
-33.93978,18.41746,2025-09-23T13:30:00Z,1,611,14.37,124,37.5,35.1,26.9,0.0
-33.94578,18.42566,2025-09-23T13:30:00Z,1,714,15.39,143,33.8,26.5,24.6,0.0
-33.94238,18.42969,2025-09-23T13:30:00Z,1,801,9.91,168,17.8,19.3,19.6,0.0
-33.9461,18.39881,2025-09-23T13:30:00Z,1,631,8.45,154,18.7,18.7,19.0,0.0
-33.9407,18.3994,2025-09-23T13:30:00Z,1,609,28.17,152,19.0,29.9,16.9,0.0
-33.93807,18.42399,2025-09-23T13:30:00Z,1,607,18.61,168,30.3,29.2,24.0,0.0
-33.96921,18.4124,2025-09-23T13:30:00Z,1,771,14.58,160,28.2,19.9,26.6,0.0
-33.95581,18.40344,2025-09-23T13:30:00Z,1,798,20.07,147,24.0,32.1,20.6,0.0
-33.96204,18.4182,2025-09-23T13:30:00Z,1,720,17.74,141,25.2,18.3,24.8,0.0
-33.95009,18.43426,2025-09-23T13:30:00Z,1,671,18.97,161,24.9,32.3,21.2,0.0
-33.94462,18.39483,2025-09-23T13:30:00Z,1,620,10.15,141,31.9,38.6,16.9,0.0
-33.93909,18.40816,2025-09-23T13:30:00Z,1,753,5.98,171,26.6,24.4,19.7,0.0
-33.95836,18.40763,2025-09-23T13:30:00Z,1,883,24.66,159,37.8,27.0,24.3,0.0
-33.94541,18.39392,2025-09-23T13:30:00Z,1,724,15.91,152,21.1,30.1,24.1,0.0
-33.94186,18.41445,2025-09-23T13:30:00Z,1,650,12.26,147,21.9,27.5,22.0,0.0
-33.9469,18.41414,2025-09-23T13:30:00Z,1,776,21.39,166,34.4,21.4,16.3,0.15
-33.95248,18.41088,2025-09-23T13:30:00Z,1,674,19.03,171,32.4,35.3,16.9,0.0
-33.9757,18.41556,2025-09-23T13:30:00Z,1,879,27.48,156,17.4,22.9,25.1,0.0
-33.95637,18.3965,2025-09-23T13:30:00Z,1,828,19.64,153,28.6,28.2,21.7,0.0
-33.96469,18.41277,2025-09-23T13:30:00Z,1,835,25.09,162,21.7,34.5,24.2,0.0
-33.95383,18.42046,2025-09-23T13:30:00Z,1,711,17.31,146,38.9,36.9,21.8,0.0
-33.96143,18.40421,2025-09-23T13:30:00Z,1,886,23.11,128,15.2,16.5,26.8,0.0
-33.97645,18.42233,2025-09-23T13:30:00Z,1,625,22.97,94,28.3,38.5,16.2,0.0
-33.97312,18.39259,2025-09-23T13:30:00Z,1,773,12.82,136,35.0,39.4,27.7,0.0
-33.95414,18.43059,2025-09-23T13:30:00Z,1,738,9.59,154,13.8,35.1,28.0,0.0
-33.94073,18.40354,2025-09-23T13:30:00Z,1,694,17.86,114,38.9,20.2,16.6,0.0
-33.97245,18.4194,2025-09-23T13:30:00Z,1,740,25.07,167,18.9,29.2,22.8,0.0
-33.97452,18.39525,2025-09-23T13:30:00Z,1,778,28.24,93,36.4,36.5,18.3,0.0
-33.96153,18.42604,2025-09-23T13:30:00Z,1,752,28.33,124,34.2,27.0,27.8,0.0
-33.97512,18.43207,2025-09-23T13:30:00Z,1,799,24.49,132,24.6,32.4,25.8,0.0
-33.94338,18.41391,2025-09-23T13:30:00Z,1,815,25.79,112,13.0,32.2,23.5,0.0
-33.95735,18.41803,2025-09-23T13:30:00Z,1,662,18.39,170,37.9,24.3,21.0,0.0
-33.96588,18.41152,2025-09-23T13:30:00Z,1,651,18.42,137,38.7,34.9,19.2,0.0
-33.95106,18.43259,2025-09-23T13:30:00Z,1,858,5.26,91,18.1,21.2,20.5,0.0
-33.93769,18.40702,2025-09-23T13:30:00Z,1,798,15.65,122,15.8,30.7,27.1,0.34
-33.94744,18.40314,2025-09-23T13:30:00Z,1,659,14.74,118,11.2,23.4,22.4,0.0
-33.95293,18.39256,2025-09-23T13:30:00Z,1,805,27.82,152,13.4,39.2,21.1,0.0
-33.93782,18.39912,2025-09-23T13:30:00Z,1,754,24.69,142,25.2,24.7,26.3,0.24
-33.93997,18.40714,2025-09-23T13:30:00Z,1,736,6.29,124,16.3,16.2,16.9,0.0
-33.94275,18.39669,2025-09-23T13:30:00Z,1,731,15.62,173,37.0,35.8,22.1,0.0
-33.96843,18.41787,2025-09-23T13:30:00Z,1,782,20.79,149,36.8,30.8,20.9,0.22
-33.9508,18.4157,2025-09-23T13:30:00Z,1,688,10.54,90,20.2,37.6,26.0,0.0
-33.97403,18.4059,2025-09-23T13:30:00Z,1,861,28.14,114,14.7,39.1,19.9,0.0
-33.97244,18.42398,2025-09-23T13:30:00Z,1,619,24.52,153,10.3,33.8,22.6,0.0
-33.96431,18.41175,2025-09-23T13:30:00Z,1,622,29.29,178,34.0,20.0,20.0,0.49
-33.95156,18.42038,2025-09-23T13:30:00Z,1,696,8.55,136,34.5,35.3,16.1,0.0
-33.97309,18.40797,2025-09-23T13:30:00Z,1,701,8.12,90,32.6,15.3,16.7,0.26
-33.95746,18.39223,2025-09-23T13:30:00Z,1,830,14.52,115,32.2,38.1,17.3,0.0
-33.95588,18.42407,2025-09-23T13:30:00Z,1,814,14.93,179,10.6,21.7,21.4,0.0
-33.95765,18.41449,2025-09-23T13:30:00Z,1,780,9.99,126,29.0,32.5,26.9,0.0
-33.96061,18.41545,2025-09-23T13:30:00Z,1,825,5.92,126,13.6,27.3,17.9,0.0
-33.95488,18.39343,2025-09-23T13:30:00Z,1,793,14.16,158,20.7,21.8,21.4,0.0
-33.94704,18.39559,2025-09-23T13:30:00Z,1,791,23.59,97,19.3,34.5,17.3,0.0
-33.95121,18.39519,2025-09-23T13:30:00Z,1,615,29.49,167,14.3,20.7,27.3,0.0
-33.97095,18.43411,2025-09-23T13:30:00Z,1,677,23.31,92,16.2,32.9,20.3,0.0
-33.95209,18.4343,2025-09-23T13:30:00Z,1,639,10.89,131,13.6,39.5,26.9,0.0
-33.97113,18.41042,2025-09-23T13:30:00Z,1,668,19.02,170,32.4,38.1,25.8,0.0
-33.95435,18.40523,2025-09-23T13:30:00Z,1,783,25.16,145,10.0,19.2,20.9,0.0
