Latitude,Longitude,Time,Fire_Present,Fire_Temperature,Rate_of_Spread,Wind_Direction,Wind_Speed,Humidity,Atmospheric_Temperature,Precipitation,Terrain
-33.96222,18.40509,2025-09-23T07:30:00Z,1.0,707.0,11.5,147,15.8,23.2,22.7,0.0,road
-33.96015,18.40357,2025-09-23T07:30:00Z,1.0,664.0,26.29,137,15.1,20.9,25.1,0.15,road
-33.97459,18.41864,2025-09-23T07:30:00Z,1.0,665.0,8.26,102,16.0,26.0,24.3,0.0,road
-33.9544,18.43457,2025-09-23T07:30:00Z,1.0,617.0,19.38,166,23.0,30.1,27.0,0.0,road
-33.96092,18.41246,2025-09-23T07:30:00Z,1.0,774.0,21.17,100,25.6,22.7,20.6,0.0,road
-33.97657,18.41086,2025-09-23T07:30:00Z,1.0,676.0,12.62,178,27.3,32.8,16.3,0.0,road
-33.96188,18.40173,2025-09-23T07:30:00Z,1.0,764.0,28.28,160,36.7,19.4,16.2,0.0,road
-33.94385,18.4251,2025-09-23T07:30:00Z,1.0,835.0,9.63,93,23.1,33.2,26.2,0.0,road
-33.97396,18.41768,2025-09-23T07:30:00Z,1.0,842.0,25.48,136,33.6,33.5,18.5,0.0,road
-33.96356,18.39985,2025-09-23T07:30:00Z,1.0,668.0,11.49,147,35.0,38.2,24.2,0.0,road
-33.94632,18.42145,2025-09-23T07:30:00Z,1.0,680.0,20.78,95,35.0,30.0,26.0,0.43,road
-33.9464,18.41086,2025-09-23T07:30:00Z,1.0,797.0,19.38,154,19.0,30.3,21.7,0.0,road
-33.94633,18.39728,2025-09-23T07:30:00Z,1.0,867.0,13.54,115,37.5,36.6,22.9,0.0,road
-33.96831,18.42811,2025-09-23T07:30:00Z,1.0,897.0,20.59,178,24.7,39.2,20.8,0.0,road
-33.94552,18.40549,2025-09-23T07:30:00Z,1.0,858.0,16.99,121,22.7,16.0,26.9,0.0,road
-33.97526,18.41826,2025-09-23T07:30:00Z,1.0,825.0,17.5,111,21.0,35.1,25.6,0.0,road
-33.93978,18.41746,2025-09-23T07:30:00Z,1.0,871.0,25.97,176,12.0,22.6,25.3,0.0,road
-33.94578,18.42566,2025-09-23T07:30:00Z,1.0,788.0,8.92,159,25.6,37.8,19.9,0.0,road
-33.94238,18.42969,2025-09-23T07:30:00Z,1.0,672.0,5.27,131,20.3,36.1,24.0,0.0,road
-33.9461,18.39881,2025-09-23T07:30:00Z,1.0,774.0,5.23,128,12.7,17.9,16.2,0.0,road
-33.9407,18.3994,2025-09-23T07:30:00Z,1.0,707.0,16.59,106,13.3,18.7,19.5,0.0,road
-33.93807,18.42399,2025-09-23T07:30:00Z,1.0,789.0,26.87,165,28.4,16.6,26.1,0.0,road
-33.96921,18.4124,2025-09-23T07:30:00Z,1.0,716.0,16.09,109,20.8,18.3,22.0,0.0,road
-33.95581,18.40344,2025-09-23T07:30:00Z,1.0,715.0,8.31,121,32.9,29.5,18.5,0.07,road
-33.96204,18.4182,2025-09-23T07:30:00Z,1.0,860.0,5.54,163,29.2,39.1,18.7,0.0,road
-33.95009,18.43426,2025-09-23T07:30:00Z,1.0,864.0,8.83,123,37.2,25.1,19.0,0.0,road
-33.94462,18.39483,2025-09-23T07:30:00Z,1.0,710.0,7.24,122,23.0,36.4,23.0,0.14,road
-33.93909,18.40816,2025-09-23T07:30:00Z,1.0,737.0,14.64,169,31.2,24.4,23.5,0.0,road
-33.95836,18.40763,2025-09-23T07:30:00Z,1.0,713.0,12.18,174,38.3,25.5,17.9,0.0,road
-33.94541,18.39392,2025-09-23T07:30:00Z,1.0,684.0,5.6,157,22.9,23.4,27.7,0.0,road
-33.94186,18.41445,2025-09-23T07:30:00Z,1.0,701.0,25.82,103,25.2,20.2,16.3,0.0,road
-33.9469,18.41414,2025-09-23T07:30:00Z,1.0,746.0,12.02,159,12.6,15.6,22.3,0.0,road
-33.95248,18.41088,2025-09-23T07:30:00Z,1.0,835.0,5.89,95,13.5,20.2,21.6,0.0,road
-33.9757,18.41556,2025-09-23T07:30:00Z,1.0,868.0,24.66,128,25.3,16.0,26.9,0.0,road
-33.95637,18.3965,2025-09-23T07:30:00Z,1.0,767.0,7.68,110,25.0,30.3,24.8,0.0,road
-33.96469,18.41277,2025-09-23T07:30:00Z,1.0,774.0,18.96,175,22.2,35.3,17.0,0.0,road
-33.95383,18.42046,2025-09-23T07:30:00Z,1.0,801.0,11.3,137,16.7,38.8,21.5,0.0,road
-33.96143,18.40421,2025-09-23T07:30:00Z,1.0,882.0,29.55,179,28.3,19.1,24.2,0.02,road
-33.97645,18.42233,2025-09-23T07:30:00Z,1.0,896.0,10.21,136,33.9,34.0,24.5,0.0,road
-33.97312,18.39259,2025-09-23T07:30:00Z,1.0,726.0,24.35,116,18.3,33.4,17.7,0.39,road
-33.95414,18.43059,2025-09-23T07:30:00Z,1.0,832.0,21.2,136,20.8,22.6,22.1,0.0,road
-33.94073,18.40354,2025-09-23T07:30:00Z,1.0,685.0,18.74,144,28.6,18.1,16.5,0.0,road
-33.97245,18.4194,2025-09-23T07:30:00Z,1.0,831.0,25.2,92,22.2,23.5,27.9,0.0,road
-33.97452,18.39525,2025-09-23T07:30:00Z,1.0,763.0,10.95,171,31.0,25.8,21.8,0.0,road
-33.96153,18.42604,2025-09-23T07:30:00Z,1.0,628.0,17.46,121,25.8,33.9,24.7,0.0,road
-33.97512,18.43207,2025-09-23T07:30:00Z,1.0,899.0,19.63,94,34.4,39.7,26.4,0.21,road
-33.94338,18.41391,2025-09-23T07:30:00Z,1.0,734.0,21.59,134,28.8,22.0,17.4,0.0,road
-33.95735,18.41803,2025-09-23T07:30:00Z,1.0,688.0,28.22,129,26.9,32.2,24.6,0.0,road
-33.96588,18.41152,2025-09-23T07:30:00Z,1.0,828.0,13.78,118,36.2,33.0,21.9,0.0,road
-33.95106,18.43259,2025-09-23T07:30:00Z,1.0,739.0,7.93,170,13.5,38.8,17.9,0.0,road
-33.93769,18.40702,2025-09-23T07:30:00Z,1.0,613.0,13.33,165,15.2,24.3,16.5,0.0,road
-33.94744,18.40314,2025-09-23T07:30:00Z,1.0,796.0,22.87,138,38.9,26.0,18.1,0.0,road
-33.95293,18.39256,2025-09-23T07:30:00Z,1.0,677.0,23.25,116,35.2,37.6,17.3,0.0,road
-33.93782,18.39912,2025-09-23T07:30:00Z,1.0,852.0,8.06,180,22.9,36.1,20.5,0.0,road
-33.93997,18.40714,2025-09-23T07:30:00Z,1.0,784.0,17.72,128,18.2,38.4,25.9,0.0,road
-33.94275,18.39669,2025-09-23T07:30:00Z,1.0,842.0,25.0,128,30.0,32.0,17.5,0.0,road
-33.96843,18.41787,2025-09-23T07:30:00Z,1.0,724.0,11.18,115,19.8,26.9,16.7,0.0,road
-33.9508,18.4157,2025-09-23T07:30:00Z,1.0,690.0,23.98,105,30.5,39.2,17.4,0.0,road
-33.97403,18.4059,2025-09-23T07:30:00Z,1.0,643.0,20.24,136,15.6,35.3,18.7,0.0,road
-33.97244,18.42398,2025-09-23T07:30:00Z,1.0,643.0,27.42,123,39.0,22.1,23.1,0.0,road
-33.96431,18.41175,2025-09-23T07:30:00Z,0.0,0.0,0.0,90,22.4,28.6,26.8,0.0,road
-33.95156,18.42038,2025-09-23T07:30:00Z,0.0,0.0,0.0,176,17.0,34.0,19.9,0.0,road
-33.97309,18.40797,2025-09-23T07:30:00Z,0.0,0.0,0.0,114,10.7,31.4,21.1,0.0,road
-33.95746,18.39223,2025-09-23T07:30:00Z,0.0,0.0,0.0,98,34.0,37.5,21.5,0.0,road
-33.95588,18.42407,2025-09-23T07:30:00Z,0.0,0.0,0.0,135,15.0,34.1,25.8,0.0,road
-33.95765,18.41449,2025-09-23T07:30:00Z,0.0,0.0,0.0,166,36.4,24.6,16.4,0.0,road
-33.96061,18.41545,2025-09-23T07:30:00Z,0.0,0.0,0.0,157,31.4,16.7,18.1,0.0,road
-33.95488,18.39343,2025-09-23T07:30:00Z,0.0,0.0,0.0,175,35.0,21.9,22.4,0.0,road
-33.94704,18.39559,2025-09-23T07:30:00Z,0.0,0.0,0.0,118,28.9,27.4,19.1,0.0,road
-33.95121,18.39519,2025-09-23T07:30:00Z,0.0,0.0,0.0,153,28.5,24.9,19.1,0.0,road
-33.97095,18.43411,2025-09-23T07:30:00Z,0.0,0.0,0.0,114,14.7,23.7,19.6,0.0,road
-33.95209,18.4343,2025-09-23T07:30:00Z,0.0,0.0,0.0,118,36.3,27.8,23.2,0.0,road
-33.97113,18.41042,2025-09-23T07:30:00Z,0.0,0.0,0.0,130,18.9,18.3,16.8,0.0,road
-33.95435,18.40523,2025-09-23T07:30:00Z,0.0,0.0,0.0,92,27.8,28.3,25.1,0.0,road
-33.94848,18.39678,2025-09-23T07:30:00Z,0.0,0.0,0.0,118,32.7,21.7,16.9,0.0,road
-33.96451,18.39389,2025-09-23T07:30:00Z,0.0,0.0,0.0,122,31.2,35.3,18.7,0.0,road
-33.97485,18.43364,2025-09-23T07:30:00Z,1.0,866.0,6.01,180,16.0,23.7,24.6,0.46,road
-33.94245,18.41991,2025-09-23T07:30:00Z,1.0,620.0,5.1,174,22.6,38.5,24.4,0.0,road
-33.93962,18.40381,2025-09-23T07:30:00Z,1.0,864.0,21.14,112,19.2,32.0,21.4,0.0,road
-33.9759,18.42344,2025-09-23T07:30:00Z,1.0,777.0,5.42,159,39.1,19.2,20.8,0.0,road
-33.94656,18.41044,2025-09-23T07:30:00Z,1.0,881.0,24.52,118,10.6,33.1,22.1,0.0,road
-33.93802,18.39647,2025-09-23T07:30:00Z,1.0,720.0,14.6,125,19.6,28.2,16.9,0.0,road
-33.96317,18.4271,2025-09-23T07:30:00Z,1.0,672.0,28.07,154,14.8,19.8,24.1,0.0,road
-33.94957,18.41726,2025-09-23T07:30:00Z,1.0,640.0,24.07,174,17.0,39.2,18.1,0.0,road
-33.959,18.43306,2025-09-23T07:30:00Z,1.0,866.0,26.14,139,38.8,31.6,24.1,0.0,road
-33.94558,18.42497,2025-09-23T07:30:00Z,1.0,619.0,9.73,162,20.4,27.6,22.3,0.0,road
-33.96077,18.43041,2025-09-23T07:30:00Z,1.0,687.0,20.07,113,29.9,35.8,23.4,0.0,road
-33.96746,18.43075,2025-09-23T07:30:00Z,1.0,881.0,16.39,160,11.2,21.0,18.3,0.0,road
-33.96923,18.41126,2025-09-23T07:30:00Z,1.0,699.0,24.97,118,31.0,20.9,25.3,0.0,road
-33.9542,18.40046,2025-09-23T07:30:00Z,1.0,666.0,14.06,153,38.0,38.8,17.4,0.0,road
-33.95495,18.40371,2025-09-23T07:30:00Z,1.0,703.0,10.91,135,30.3,35.9,22.7,0.0,road
-33.96247,18.42267,2025-09-23T07:30:00Z,1.0,673.0,15.71,144,22.6,37.3,23.2,0.12,road
-33.97306,18.43578,2025-09-23T07:30:00Z,1.0,836.0,20.73,91,38.4,21.7,21.3,0.0,road
-33.97461,18.42965,2025-09-23T07:45:00Z,0.0,0.0,0.0,171,30.2,36.5,26.0,0.0,road
-33.94953,18.42914,2025-09-23T07:45:00Z,0.0,0.0,0.0,99,29.9,24.3,25.3,0.0,road
-33.97749,18.40595,2025-09-23T07:45:00Z,0.0,0.0,0.0,116,19.3,38.9,26.8,0.0,road
-33.94276,18.4313,2025-09-23T07:45:00Z,0.0,0.0,0.0,169,25.1,18.8,21.6,0.0,road
-33.97749,18.40663,2025-09-23T07:45:00Z,0.0,0.0,0.0,173,33.6,25.4,21.2,0.0,road
-33.93848,18.40741,2025-09-23T07:45:00Z,0.0,0.0,0.0,106,23.0,29.9,24.0,0.0,road
-33.96457,18.43725,2025-09-23T07:45:00Z,0.0,0.0,0.0,137,21.9,38.1,23.8,0.0,road
-33.94116,18.39875,2025-09-23T07:45:00Z,0.0,0.0,0.0,171,25.3,26.0,24.0,0.0,road
-33.94344,18.43214,2025-09-23T07:45:00Z,0.0,0.0,0.0,141,11.8,39.2,16.0,0.0,road
-33.96911,18.42464,2025-09-23T07:45:00Z,0.0,0.0,0.0,169,24.7,34.0,20.9,0.04,road
-33.96691,18.42812,2025-09-23T07:45:00Z,0.0,0.0,0.0,132,30.3,22.0,23.8,0.0,road
-33.96239,18.41149,2025-09-23T07:45:00Z,0.0,0.0,0.0,130,31.3,16.1,20.5,0.0,road
-33.96916,18.40995,2025-09-23T07:45:00Z,0.0,0.0,0.0,112,37.0,15.3,19.4,0.0,road
-33.95545,18.42317,2025-09-23T07:45:00Z,0.0,0.0,0.0,117,17.2,22.9,18.0,0.0,road
-33.95403,18.40234,2025-09-23T07:45:00Z,0.0,0.0,0.0,114,12.3,16.8,25.9,0.0,road
-33.94342,18.43762,2025-09-23T07:45:00Z,0.0,0.0,0.0,113,39.4,34.7,17.7,0.0,road
-33.96279,18.42543,2025-09-23T07:45:00Z,0.0,0.0,0.0,131,34.9,37.4,16.8,0.0,road
-33.95915,18.39635,2025-09-23T07:45:00Z,0.0,0.0,0.0,164,21.9,24.9,26.2,0.0,road
-33.96575,18.39987,2025-09-23T07:45:00Z,0.0,0.0,0.0,174,32.4,26.8,17.4,0.0,road
-33.93734,18.42951,2025-09-23T07:45:00Z,0.0,0.0,0.0,91,12.5,33.9,17.6,0.0,road
-33.96221,18.40288,2025-09-23T07:45:00Z,0.0,0.0,0.0,166,16.9,15.6,17.3,0.0,road
-33.94517,18.40251,2025-09-23T07:45:00Z,0.0,0.0,0.0,99,21.1,35.0,19.8,0.0,road
-33.96847,18.39585,2025-09-23T07:45:00Z,0.0,0.0,0.0,154,38.3,37.5,22.7,0.0,road
-33.96882,18.42943,2025-09-23T07:45:00Z,0.0,0.0,0.0,144,12.1,22.2,21.5,0.0,road
-33.93826,18.42205,2025-09-23T07:45:00Z,0.0,0.0,0.0,93,33.5,21.2,23.6,0.15,road
-33.96882,18.41851,2025-09-23T07:45:00Z,1.0,720.0,6.74,119,17.0,39.2,27.6,0.0,road
-33.94084,18.42791,2025-09-23T07:45:00Z,1.0,668.0,13.3,124,17.6,37.3,16.6,0.0,road
-33.94579,18.4142,2025-09-23T07:45:00Z,1.0,900.0,14.69,143,32.6,19.7,21.4,0.0,road
-33.94161,18.39342,2025-09-23T07:45:00Z,1.0,650.0,29.44,164,36.5,31.5,20.1,0.0,road
-33.97461,18.40182,2025-09-23T07:45:00Z,1.0,661.0,27.56,152,31.5,36.9,26.9,0.49,road
-33.94317,18.43061,2025-09-23T07:45:00Z,1.0,809.0,18.16,132,36.7,31.2,20.3,0.0,road
-33.96297,18.43355,2025-09-23T07:45:00Z,1.0,660.0,5.48,171,27.3,27.3,17.0,0.0,road
-33.96795,18.42487,2025-09-23T07:45:00Z,1.0,868.0,25.67,162,19.1,26.9,16.8,0.0,road
-33.97586,18.43479,2025-09-23T07:45:00Z,1.0,727.0,9.98,118,33.9,18.0,17.0,0.0,road
-33.96485,18.39393,2025-09-23T07:45:00Z,1.0,767.0,10.87,139,25.3,33.2,23.1,0.0,road
-33.9502,18.41767,2025-09-23T07:45:00Z,1.0,686.0,5.46,90,30.8,29.3,26.3,0.0,road
-33.95772,18.41931,2025-09-23T07:45:00Z,1.0,631.0,18.54,156,32.7,39.5,18.7,0.0,road
-33.94821,18.41821,2025-09-23T07:45:00Z,1.0,775.0,26.05,128,29.5,35.1,27.9,0.49,road
-33.94339,18.42768,2025-09-23T07:45:00Z,1.0,829.0,5.46,135,16.9,32.2,21.6,0.0,road
-33.95933,18.42561,2025-09-23T07:45:00Z,1.0,685.0,27.49,151,18.7,26.6,16.4,0.0,road
-33.95821,18.40266,2025-09-23T07:45:00Z,1.0,697.0,8.96,111,11.6,25.6,22.5,0.0,road
-33.94679,18.42399,2025-09-23T07:45:00Z,1.0,605.0,25.48,136,11.2,38.1,21.9,0.0,road
-33.96581,18.40833,2025-09-23T07:45:00Z,1.0,678.0,27.98,125,12.5,29.9,19.6,0.0,road
-33.97621,18.39255,2025-09-23T07:45:00Z,1.0,788.0,16.37,126,14.2,17.8,26.5,0.0,road
-33.95859,18.40356,2025-09-23T07:45:00Z,1.0,655.0,24.48,94,23.5,16.7,20.6,0.0,road
-33.95333,18.41389,2025-09-23T07:45:00Z,1.0,635.0,20.23,121,12.9,33.1,17.4,0.0,road
-33.93837,18.42676,2025-09-23T07:45:00Z,1.0,870.0,5.42,159,17.6,23.1,20.9,0.0,road
-33.94199,18.42455,2025-09-23T07:45:00Z,1.0,812.0,27.94,167,11.6,24.3,24.1,0.0,road
-33.9581,18.40404,2025-09-23T07:45:00Z,1.0,614.0,27.26,168,18.9,25.0,21.9,0.0,road
-33.96453,18.42273,2025-09-23T07:45:00Z,1.0,732.0,27.9,110,37.4,29.5,25.4,0.0,road
-33.9737,18.4127,2025-09-23T07:45:00Z,1.0,678.0,16.65,173,13.0,35.4,25.5,0.0,road
-33.95469,18.4183,2025-09-23T07:45:00Z,1.0,811.0,15.6,149,30.7,33.5,18.9,0.0,road
-33.96894,18.42204,2025-09-23T07:45:00Z,1.0,721.0,27.02,145,24.9,23.1,20.5,0.0,road
-33.94192,18.42031,2025-09-23T07:45:00Z,1.0,662.0,19.1,117,39.0,22.2,19.0,0.0,road
-33.96699,18.41339,2025-09-23T07:45:00Z,1.0,688.0,9.07,148,19.8,21.3,27.4,0.0,road
-33.93892,18.422,2025-09-23T07:45:00Z,1.0,783.0,16.78,170,15.5,34.2,23.1,0.0,road
-33.97603,18.41197,2025-09-23T07:45:00Z,1.0,773.0,21.49,143,27.1,35.7,19.6,0.0,road
-33.96222,18.40509,2025-09-23T07:45:00Z,1.0,746.0,8.02,150,12.6,37.9,22.7,0.0,road
-33.96015,18.40357,2025-09-23T07:45:00Z,1.0,809.0,25.46,101,11.6,26.0,18.1,0.0,road
-33.97459,18.41864,2025-09-23T07:45:00Z,1.0,687.0,10.13,166,37.5,32.7,20.0,0.0,road
-33.9544,18.43457,2025-09-23T07:45:00Z,1.0,741.0,25.55,103,24.4,27.4,16.3,0.0,road
-33.96092,18.41246,2025-09-23T07:45:00Z,1.0,645.0,28.27,105,39.7,16.0,22.5,0.0,road
-33.97657,18.41086,2025-09-23T07:45:00Z,1.0,783.0,15.13,111,38.9,33.6,23.3,0.0,road
-33.96188,18.40173,2025-09-23T07:45:00Z,1.0,812.0,14.93,130,37.2,38.2,23.4,0.0,road
-33.94385,18.4251,2025-09-23T07:45:00Z,1.0,749.0,27.22,131,26.4,23.6,26.7,0.0,road
-33.97396,18.41768,2025-09-23T07:45:00Z,1.0,865.0,27.48,112,32.1,24.4,21.7,0.0,road
-33.96356,18.39985,2025-09-23T07:45:00Z,1.0,625.0,20.67,176,28.8,27.0,24.2,0.0,road
-33.94632,18.42145,2025-09-23T07:45:00Z,1.0,784.0,28.21,154,14.1,17.0,22.9,0.0,road
-33.9464,18.41086,2025-09-23T07:45:00Z,1.0,729.0,28.21,105,16.4,31.5,18.7,0.0,road
-33.94633,18.39728,2025-09-23T07:45:00Z,1.0,739.0,22.74,178,38.7,36.7,25.3,0.0,road
-33.96831,18.42811,2025-09-23T07:45:00Z,1.0,777.0,17.86,116,14.0,24.0,26.0,0.0,road
-33.94552,18.40549,2025-09-23T07:45:00Z,1.0,834.0,14.95,126,26.5,33.8,19.6,0.0,road
-33.97526,18.41826,2025-09-23T07:45:00Z,1.0,838.0,29.31,159,17.3,15.0,26.7,0.0,road
-33.93978,18.41746,2025-09-23T07:45:00Z,1.0,762.0,26.61,121,30.2,34.0,23.0,0.0,road
-33.94578,18.42566,2025-09-23T07:45:00Z,1.0,763.0,16.68,156,39.1,19.2,17.6,0.0,road
-33.94238,18.42969,2025-09-23T07:45:00Z,1.0,780.0,22.81,121,36.6,16.8,22.1,0.0,road
-33.9461,18.39881,2025-09-23T07:45:00Z,1.0,696.0,24.62,122,13.6,29.6,18.4,0.0,road
-33.9407,18.3994,2025-09-23T07:45:00Z,1.0,863.0,13.61,100,30.9,24.8,26.6,0.0,road
-33.93807,18.42399,2025-09-23T07:45:00Z,1.0,881.0,11.93,140,22.5,21.3,26.6,0.0,road
-33.96921,18.4124,2025-09-23T07:45:00Z,1.0,745.0,20.4,148,35.0,32.6,27.5,0.0,road
-33.95581,18.40344,2025-09-23T07:45:00Z,1.0,720.0,19.45,100,15.8,20.3,23.2,0.0,road
-33.96204,18.4182,2025-09-23T07:45:00Z,1.0,616.0,23.28,132,11.4,29.3,16.6,0.0,road
-33.95009,18.43426,2025-09-23T07:45:00Z,1.0,619.0,11.61,126,11.3,33.7,17.9,0.0,road
-33.94462,18.39483,2025-09-23T07:45:00Z,1.0,889.0,9.9,111,25.0,20.4,27.4,0.0,road
-33.93909,18.40816,2025-09-23T07:45:00Z,1.0,740.0,6.94,91,35.3,24.5,22.6,0.0,road
-33.95836,18.40763,2025-09-23T07:45:00Z,1.0,646.0,12.35,159,20.4,28.8,24.7,0.19,road
-33.94541,18.39392,2025-09-23T07:45:00Z,1.0,703.0,23.52,178,37.8,15.2,17.9,0.12,road
-33.94186,18.41445,2025-09-23T07:45:00Z,1.0,642.0,9.24,124,27.1,17.6,22.0,0.0,road
-33.9469,18.41414,2025-09-23T07:45:00Z,1.0,824.0,25.3,155,10.6,37.7,25.5,0.0,road
-33.95248,18.41088,2025-09-23T07:45:00Z,1.0,609.0,7.78,118,36.7,32.1,17.6,0.0,road
-33.9757,18.41556,2025-09-23T07:45:00Z,1.0,649.0,19.27,163,31.3,23.0,26.7,0.0,road
-33.95637,18.3965,2025-09-23T07:45:00Z,1.0,656.0,20.12,176,33.3,23.4,16.8,0.0,road
-33.96469,18.41277,2025-09-23T07:45:00Z,1.0,839.0,11.36,132,26.4,20.1,16.2,0.0,road
-33.95383,18.42046,2025-09-23T07:45:00Z,1.0,787.0,29.87,175,23.2,23.6,26.7,0.0,road
-33.96143,18.40421,2025-09-23T07:45:00Z,1.0,675.0,20.06,155,32.0,24.3,24.9,0.0,road
-33.97645,18.42233,2025-09-23T07:45:00Z,1.0,838.0,5.16,180,10.6,38.4,24.5,0.0,road
-33.97312,18.39259,2025-09-23T07:45:00Z,1.0,862.0,5.39,133,31.3,37.5,24.7,0.0,road
-33.95414,18.43059,2025-09-23T07:45:00Z,1.0,616.0,13.9,158,12.6,21.3,16.7,0.0,road
-33.94073,18.40354,2025-09-23T07:45:00Z,1.0,898.0,26.72,156,30.1,20.9,20.0,0.0,road
-33.97245,18.4194,2025-09-23T07:45:00Z,1.0,615.0,19.78,129,19.1,23.7,19.5,0.0,road
-33.97452,18.39525,2025-09-23T07:45:00Z,1.0,821.0,29.51,130,22.8,34.0,23.6,0.0,road
-33.96153,18.42604,2025-09-23T07:45:00Z,1.0,720.0,29.83,101,35.2,38.9,18.8,0.0,road
-33.97512,18.43207,2025-09-23T07:45:00Z,1.0,619.0,27.49,126,18.4,36.3,18.3,0.0,road
-33.94338,18.41391,2025-09-23T07:45:00Z,1.0,802.0,18.95,95,11.4,35.5,25.4,0.0,road
-33.95735,18.41803,2025-09-23T07:45:00Z,1.0,624.0,7.31,134,12.2,22.6,22.3,0.0,road
-33.96588,18.41152,2025-09-23T07:45:00Z,1.0,818.0,15.23,168,18.5,34.7,27.7,0.0,road
-33.95106,18.43259,2025-09-23T07:45:00Z,1.0,793.0,26.28,147,27.8,19.3,19.8,0.0,road
-33.93769,18.40702,2025-09-23T07:45:00Z,1.0,632.0,27.41,138,12.7,21.1,24.1,0.0,road
-33.94744,18.40314,2025-09-23T07:45:00Z,1.0,722.0,13.2,152,21.5,19.7,23.0,0.0,road
-33.95293,18.39256,2025-09-23T07:45:00Z,1.0,756.0,27.2,176,36.3,38.4,25.6,0.0,road
-33.93782,18.39912,2025-09-23T07:45:00Z,1.0,722.0,13.33,130,15.4,15.8,16.0,0.0,road
-33.93997,18.40714,2025-09-23T07:45:00Z,1.0,702.0,17.19,112,19.7,28.1,20.0,0.0,road
-33.94275,18.39669,2025-09-23T07:45:00Z,1.0,810.0,12.47,105,10.3,31.9,24.4,0.0,road
-33.96843,18.41787,2025-09-23T07:45:00Z,1.0,753.0,14.44,168,36.4,35.3,26.4,0.0,road
-33.9508,18.4157,2025-09-23T07:45:00Z,1.0,751.0,5.71,164,11.9,27.5,26.9,0.0,road
-33.97403,18.4059,2025-09-23T07:45:00Z,1.0,852.0,25.83,94,33.2,30.8,21.0,0.0,road
-33.97244,18.42398,2025-09-23T07:45:00Z,1.0,791.0,9.69,110,15.4,29.9,21.0,0.0,road
-33.96431,18.41175,2025-09-23T07:45:00Z,1.0,764.0,5.02,134,34.3,16.3,21.1,0.0,road
-33.95156,18.42038,2025-09-23T07:45:00Z,1.0,672.0,7.75,107,25.4,31.5,22.1,0.0,road
-33.97309,18.40797,2025-09-23T07:45:00Z,1.0,829.0,16.73,172,32.5,23.0,18.3,0.0,road
-33.95746,18.39223,2025-09-23T07:45:00Z,1.0,640.0,19.68,100,34.9,26.0,20.3,0.0,road
-33.95588,18.42407,2025-09-23T07:45:00Z,0.0,0.0,0.0,148,21.8,28.2,24.9,0.0,road
-33.95765,18.41449,2025-09-23T07:45:00Z,0.0,0.0,0.0,158,31.3,36.3,26.9,0.0,road
-33.96061,18.41545,2025-09-23T07:45:00Z,0.0,0.0,0.0,131,39.2,22.5,23.3,0.0,road
-33.95488,18.39343,2025-09-23T07:45:00Z,0.0,0.0,0.0,172,29.3,24.4,25.6,0.0,road
-33.94704,18.39559,2025-09-23T07:45:00Z,0.0,0.0,0.0,114,26.7,21.3,20.5,0.0,road
-33.95121,18.39519,2025-09-23T07:45:00Z,0.0,0.0,0.0,142,29.9,32.2,24.8,0.0,road
-33.97095,18.43411,2025-09-23T07:45:00Z,0.0,0.0,0.0,130,35.1,25.3,23.8,0.0,road
-33.95209,18.4343,2025-09-23T07:45:00Z,0.0,0.0,0.0,98,39.7,34.7,26.6,0.0,road
-33.97113,18.41042,2025-09-23T07:45:00Z,0.0,0.0,0.0,135,25.0,21.4,20.7,0.0,road
-33.95435,18.40523,2025-09-23T07:45:00Z,0.0,0.0,0.0,120,30.1,31.6,18.4,0.0,road
-33.94848,18.39678,2025-09-23T07:45:00Z,0.0,0.0,0.0,91,26.2,34.8,24.7,0.0,road
-33.96451,18.39389,2025-09-23T07:45:00Z,0.0,0.0,0.0,154,33.0,26.8,19.3,0.0,road
-33.97485,18.43364,2025-09-23T07:45:00Z,1.0,732.0,5.49,94,20.1,30.6,19.3,0.0,road
-33.94245,18.41991,2025-09-23T07:45:00Z,1.0,811.0,10.25,114,23.6,18.7,20.4,0.0,road
-33.93962,18.40381,2025-09-23T07:45:00Z,1.0,767.0,22.5,150,32.0,17.6,22.6,0.0,road
-33.9759,18.42344,2025-09-23T07:45:00Z,1.0,891.0,20.8,155,34.2,30.0,21.2,0.0,road
-33.94656,18.41044,2025-09-23T07:45:00Z,1.0,799.0,29.31,175,30.3,20.5,26.7,0.0,road
-33.93802,18.39647,2025-09-23T07:45:00Z,1.0,838.0,24.04,167,36.5,26.2,27.0,0.0,road
-33.96317,18.4271,2025-09-23T07:45:00Z,1.0,805.0,21.95,132,16.2,29.7,22.5,0.0,road
-33.94957,18.41726,2025-09-23T07:45:00Z,1.0,777.0,25.96,168,10.2,17.2,20.9,0.2,road
-33.959,18.43306,2025-09-23T07:45:00Z,1.0,840.0,29.73,166,39.1,38.4,18.1,0.42,road
-33.94558,18.42497,2025-09-23T07:45:00Z,1.0,680.0,22.81,130,27.7,15.4,21.0,0.0,road
-33.96077,18.43041,2025-09-23T07:45:00Z,1.0,644.0,23.58,174,20.4,34.2,27.6,0.0,road
-33.96746,18.43075,2025-09-23T07:45:00Z,1.0,655.0,28.87,141,32.7,20.7,23.9,0.0,road
-33.96923,18.41126,2025-09-23T07:45:00Z,1.0,702.0,14.35,149,39.0,38.9,20.6,0.0,road
-33.9542,18.40046,2025-09-23T07:45:00Z,1.0,684.0,22.22,159,30.7,31.2,23.6,0.0,road
